1 1.8e-06
2240 0.129771
4480 0.264787
6720 0.411548
8960 0.550952
11200 0.713658
13440 0.861948
15680 0.97214
17920 1.15162
20160 1.31127
22400 1.45948
24640 1.62823
26880 1.72931
29120 1.88615
31360 1.99579
33600 2.19617
35840 2.35412
38080 2.52613
40320 2.71979
42560 2.86272
44800 3.01659
47040 3.14659
49280 3.32000
51520 3.44755
53760 3.55756
56000 3.67177
