1 4.56e-06
2240 1.4034B
4480 5.54335
6720 12.4467
8960 22.109
11200 34.5153
13440 49.9012
15680 68.3849
17920 88.8925
20160 112.259
22400 138.362
24640 168.171
26880 200.017
29120 234.205
31360 271.294
33600 311.475
35840 354.644
38080 400.14
40320 447.897
42560 499.521
44800 554.159
47040 610.166
49280 668.481
51520 730.896
53760 796.204
56000 858.301
