1 5.2e-06
2240 2.39118
4480 9.51494
6720 21.7515
8960 38.0324
11200 59.8891
13440 86.735
15680 117.733
17920 152.584
20160 193.073
22400 238.013
24640 288.829
26880 344.514
29120 404.595
31360 486.304
33600 558.648
35840 634.645
38080 715.935
40320 803.033
42560 894.926
44800 950.156
47040 1091.99
49280 1149.68
51520 1256.01
53760 1426.02
56000 1533.07
