1 8.072e-05
2240 0.015252
4480 0.0265132
6720 0.0420076
8960 0.0598939
11200 0.0669262
13440 0.0872459
15680 0.116083
17920 0.103944
20160 0.1232
22400 0.129668
24640 0.147871
26880 0.155549
29120 0.171799
31360 0.182103
33600 0.194346
35840 0.216403
38080 0.224307
40320 0.235392
42560 0.253145
44800 0.265385
47040 0.280689
49280 0.292545
51520 0.307047
53760 0.310037
56000 0.328099
